Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,Asylum-seekers,IDPs,"Other people in need of international protection","Stateless persons","Host community","Others of concern"
2021,"Costa Rica",Colombia,CRI,COL,2317,1535,0,0,0,0,0
2021,"Costa Rica","Costa Rica",CRI,CRI,0,0,0,0,0,1863,0
2021,"Costa Rica",Cuba,CRI,CUB,463,2795,0,0,0,0,0
2021,"Costa Rica","Dominican Rep.",CRI,DOM,0,105,0,0,0,0,0
2021,"Costa Rica",Ecuador,CRI,ECU,0,58,0,0,0,0,0
2021,"Costa Rica",Eritrea,CRI,ERI,0,7,0,0,0,0,0
2021,"Costa Rica",Ethiopia,CRI,ETH,5,0,0,0,0,0,0
2021,"Costa Rica","French Guiana",CRI,GUF,0,5,0,0,0,0,0
2021,"Costa Rica",Gambia,CRI,GMB,0,5,0,0,0,0,0
2021,"Costa Rica",Germany,CRI,DEU,0,19,0,0,0,0,0
2021,"Costa Rica",Ghana,CRI,GHA,0,58,0,0,0,0,0
2021,"Costa Rica",Greece,CRI,GRC,0,5,0,0,0,0,0
2021,"Costa Rica",Guatemala,CRI,GTM,25,108,0,0,0,0,0
2021,"Costa Rica",Guyana,CRI,GUY,0,9,0,0,0,0,0
2021,"Costa Rica",Haiti,CRI,HTI,12,910,0,0,0,0,0
2021,"Costa Rica",Honduras,CRI,HND,207,966,0,0,0,0,10
2021,"Costa Rica","Cote d'Ivoire",CRI,CIV,0,6,0,0,0,0,0
2021,"Costa Rica",India,CRI,IND,0,6,0,0,0,0,0
2021,"Costa Rica",Indonesia,CRI,IDN,5,0,0,0,0,0,0
2021,"Costa Rica","Iran (Islamic Rep. of)",CRI,IRN,5,0,0,0,0,0,0
2021,"Costa Rica",Iraq,CRI,IRQ,5,0,0,0,0,0,0
2021,"Costa Rica",Israel,CRI,ISR,0,6,0,0,0,0,0
2021,"Costa Rica",Italy,CRI,ITA,0,6,0,0,0,0,0
2021,"Costa Rica",Jamaica,CRI,JAM,0,32,0,0,0,0,0
2021,"Costa Rica",Lebanon,CRI,LBN,0,5,0,0,0,0,0
2021,"Costa Rica",Latvia,CRI,LVA,0,5,0,0,0,0,0
2021,"Costa Rica",Mexico,CRI,MEX,13,53,0,0,0,0,0
2021,"Costa Rica",Nepal,CRI,NPL,0,102,0,0,0,0,0
2021,"Costa Rica",Niger,CRI,NER,0,5,0,0,0,0,0
2021,"Costa Rica",Nicaragua,CRI,NIC,4027,137274,0,0,0,0,0
2021,"Costa Rica",Nigeria,CRI,NGA,17,5,0,0,0,0,0
2021,"Costa Rica",Pakistan,CRI,PAK,5,11,0,0,0,0,0
2021,"Costa Rica",Panama,CRI,PAN,6,56,0,0,0,0,0
2021,"Costa Rica",Peru,CRI,PER,13,53,0,0,0,0,0
2021,"Costa Rica",Poland,CRI,POL,0,5,0,0,0,0,0
2021,"Costa Rica",Romania,CRI,ROU,0,5,0,0,0,0,0
2021,"Costa Rica","South Africa",CRI,ZAF,0,6,0,0,0,0,0
2021,"Costa Rica","Russian Federation",CRI,RUS,27,24,0,0,0,0,0
2021,"Costa Rica","El Salvador",CRI,SLV,1529,53,0,0,0,0,0
2021,"Costa Rica",Senegal,CRI,SEN,0,5,0,0,0,0,0
2021,"Costa Rica",Somalia,CRI,SOM,7,7,0,0,0,0,0
2021,"Costa Rica",Spain,CRI,ESP,0,9,0,0,0,0,0
2021,"Costa Rica",Stateless,CRI,XXA,0,0,0,0,168,0,0
2021,"Costa Rica","Syrian Arab Rep.",CRI,SYR,5,25,0,0,0,0,0
2021,"Costa Rica",Türkiye,CRI,TUR,0,5,0,0,0,0,0
2021,"Costa Rica",Ukraine,CRI,UKR,13,5,0,0,0,0,0
2021,"Costa Rica",Uruguay,CRI,URY,0,5,0,0,0,0,0
2021,"Costa Rica","United States of America",CRI,USA,5,39,0,0,0,0,0
2021,"Costa Rica","Venezuela (Bolivarian Republic of)",CRI,VEN,1492,7288,0,21766,0,0,0
2021,"Costa Rica",Zimbabwe,CRI,ZWE,0,5,0,0,0,0,0
2024,"Costa Rica",Angola,CRI,AGO,0,47,0,0,0,0,0
2024,"Costa Rica",Argentina,CRI,ARG,0,82,0,0,0,0,0
2024,"Costa Rica",Australia,CRI,AUS,0,5,0,0,0,0,0
2024,"Costa Rica",Bangladesh,CRI,BGD,0,6,0,0,0,0,0
2024,"Costa Rica",Belarus,CRI,BLR,5,5,0,0,0,0,0
2024,"Costa Rica","Bolivia (Plurinational State of)",CRI,BOL,8,27,0,0,0,0,0
2024,"Costa Rica",Brazil,CRI,BRA,0,155,0,0,0,0,0
2024,"Costa Rica",Bulgaria,CRI,BGR,7,5,0,0,0,0,0
2024,"Costa Rica",Belize,CRI,BLZ,0,5,0,0,0,0,0
2024,"Costa Rica",Canada,CRI,CAN,0,8,0,0,0,0,0
2024,"Costa Rica",China,CRI,CHN,0,587,0,0,0,0,0
2024,"Costa Rica",Chile,CRI,CHL,0,62,0,0,0,0,0
2024,"Costa Rica",Cameroon,CRI,CMR,5,18,0,0,0,0,0
2024,"Costa Rica",Congo,CRI,COG,5,22,0,0,0,0,0
2024,"Costa Rica","Dem. Rep. of the Congo",CRI,COD,11,51,0,0,0,0,0
2024,"Costa Rica",Comoros,CRI,COM,5,0,0,0,0,0,0
2024,"Costa Rica",Colombia,CRI,COL,7190,4490,0,0,0,0,0
2024,"Costa Rica","Costa Rica",CRI,CRI,0,0,0,0,0,3115,0
2024,"Costa Rica",Cuba,CRI,CUB,1516,6744,0,0,0,0,0
2024,"Costa Rica","Cabo Verde",CRI,CPV,0,5,0,0,0,0,0
2024,"Costa Rica",Czechia,CRI,CZE,0,5,0,0,0,0,0
2024,"Costa Rica","Dominican Rep.",CRI,DOM,5,189,0,0,0,0,0
2024,"Costa Rica",Ecuador,CRI,ECU,0,187,0,0,0,0,0
2024,"Costa Rica",Eritrea,CRI,ERI,5,5,0,0,0,0,0
2024,"Costa Rica","French Guiana",CRI,GUF,0,6,0,0,0,0,0
2024,"Costa Rica",Gambia,CRI,GMB,0,5,0,0,0,0,0
2024,"Costa Rica","State of Palestine",CRI,PSE,0,5,0,0,0,0,0
2024,"Costa Rica","United Kingdom of Great Britain and Northern Ireland",CRI,GBR,0,5,0,0,0,0,0
2024,"Costa Rica",Georgia,CRI,GEO,8,0,0,0,0,0,0
2024,"Costa Rica",Germany,CRI,DEU,0,6,0,0,0,0,0
2024,"Costa Rica",Ghana,CRI,GHA,5,46,0,0,0,0,0
2024,"Costa Rica",Guatemala,CRI,GTM,49,169,0,0,0,0,0
2024,"Costa Rica",Guinea,CRI,GIN,0,22,0,0,0,0,0
2024,"Costa Rica",Guyana,CRI,GUY,0,5,0,0,0,0,0
2024,"Costa Rica",Haiti,CRI,HTI,30,815,0,0,0,0,0
2024,"Costa Rica",Honduras,CRI,HND,226,1150,0,0,0,0,22
2024,"Costa Rica","Cote d'Ivoire",CRI,CIV,0,6,0,0,0,0,0
2024,"Costa Rica",India,CRI,IND,5,11,0,0,0,0,0
2024,"Costa Rica","Iran (Islamic Rep. of)",CRI,IRN,6,7,0,0,0,0,0
2024,"Costa Rica",Iraq,CRI,IRQ,6,0,0,0,0,0,0
2024,"Costa Rica",Israel,CRI,ISR,10,5,0,0,0,0,0
2024,"Costa Rica",Italy,CRI,ITA,5,17,0,0,0,0,0
2024,"Costa Rica",Jamaica,CRI,JAM,0,58,0,0,0,0,0
2024,"Costa Rica",Jordan,CRI,JOR,0,6,0,0,0,0,0
2024,"Costa Rica",Kazakhstan,CRI,KAZ,0,6,0,0,0,0,0
2024,"Costa Rica",Mexico,CRI,MEX,13,108,0,0,0,0,0
2024,"Costa Rica",Morocco,CRI,MAR,0,5,0,0,0,0,0
2024,"Costa Rica",Namibia,CRI,NAM,0,14,0,0,0,0,0
2024,"Costa Rica",Nepal,CRI,NPL,0,89,0,0,0,0,0
2024,"Costa Rica",Nicaragua,CRI,NIC,15327,190037,0,0,0,0,0
2024,"Costa Rica",Nigeria,CRI,NGA,14,19,0,0,0,0,0
2024,"Costa Rica",Pakistan,CRI,PAK,0,5,0,0,0,0,0
2024,"Costa Rica",Panama,CRI,PAN,15,126,0,0,0,0,0
2024,"Costa Rica",Paraguay,CRI,PRY,0,5,0,0,0,0,0
2024,"Costa Rica",Peru,CRI,PER,69,140,0,0,0,0,0
2024,"Costa Rica",Philippines,CRI,PHL,0,19,0,0,0,0,0
2024,"Costa Rica",Poland,CRI,POL,0,5,0,0,0,0,0
2024,"Costa Rica",Portugal,CRI,PRT,0,5,0,0,0,0,0
2024,"Costa Rica",Romania,CRI,ROU,0,10,0,0,0,0,0
2024,"Costa Rica","South Africa",CRI,ZAF,0,14,0,0,0,0,0
2024,"Costa Rica","Russian Federation",CRI,RUS,38,402,0,0,0,0,0
2024,"Costa Rica","El Salvador",CRI,SLV,1370,1153,0,0,0,0,0
2024,"Costa Rica",Senegal,CRI,SEN,0,6,0,0,0,0,0
2024,"Costa Rica",Somalia,CRI,SOM,11,0,0,0,0,0,0
2024,"Costa Rica",Spain,CRI,ESP,0,8,0,0,0,0,0
2024,"Costa Rica","Viet Nam",CRI,VNM,0,7,0,0,0,0,0
2024,"Costa Rica",Stateless,CRI,XXA,8,64,0,0,345,0,0
2024,"Costa Rica","Syrian Arab Rep.",CRI,SYR,6,39,0,0,0,0,0
2024,"Costa Rica",Türkiye,CRI,TUR,0,8,0,0,0,0,0
2024,"Costa Rica","Unknown ",CRI,UNK,12,0,0,0,0,0,17079
2024,"Costa Rica",Ukraine,CRI,UKR,35,18,0,0,0,0,0
2024,"Costa Rica",Uruguay,CRI,URY,0,5,0,0,0,0,0
2024,"Costa Rica","United States of America",CRI,USA,12,42,0,0,0,0,0
2024,"Costa Rica",Uzbekistan,CRI,UZB,5,0,0,0,0,0,0
2024,"Costa Rica","Venezuela (Bolivarian Republic of)",CRI,VEN,5585,10476,0,13283,0,0,0
2023,"Costa Rica",Angola,CRI,AGO,0,61,0,0,0,0,0
2023,"Costa Rica",Egypt,CRI,EGY,5,0,0,0,0,0,0
2023,"Costa Rica",Argentina,CRI,ARG,0,74,0,0,0,0,0
2023,"Costa Rica",Australia,CRI,AUS,0,6,0,0,0,0,0
2023,"Costa Rica",Burundi,CRI,BDI,9,0,0,0,0,0,0
2023,"Costa Rica",Bangladesh,CRI,BGD,0,16,0,0,0,0,0
2023,"Costa Rica","Burkina Faso",CRI,BFA,0,5,0,0,0,0,0
2023,"Costa Rica",Belarus,CRI,BLR,0,5,0,0,0,0,0
2023,"Costa Rica","Bolivia (Plurinational State of)",CRI,BOL,0,22,0,0,0,0,0
2023,"Costa Rica",Brazil,CRI,BRA,0,170,0,0,0,0,0
2023,"Costa Rica",Bulgaria,CRI,BGR,0,5,0,0,0,0,0
2023,"Costa Rica",Belize,CRI,BLZ,0,5,0,0,0,0,0
2023,"Costa Rica",Canada,CRI,CAN,0,9,0,0,0,0,0
2023,"Costa Rica",China,CRI,CHN,0,364,0,0,0,0,0
2023,"Costa Rica",Chile,CRI,CHL,5,65,0,0,0,0,0
2023,"Costa Rica",Cameroon,CRI,CMR,0,25,0,0,0,0,0
2023,"Costa Rica",Congo,CRI,COG,0,57,0,0,0,0,0
2023,"Costa Rica","Dem. Rep. of the Congo",CRI,COD,12,64,0,0,0,0,0
2023,"Costa Rica",Colombia,CRI,COL,2292,2998,0,0,0,0,0
2023,"Costa Rica","Costa Rica",CRI,CRI,0,0,0,0,0,3109,0
2023,"Costa Rica",Cuba,CRI,CUB,962,5893,0,0,0,0,0
2023,"Costa Rica",Czechia,CRI,CZE,0,5,0,0,0,0,0
2023,"Costa Rica","Dominican Rep.",CRI,DOM,0,184,0,0,0,0,0
2023,"Costa Rica",Ecuador,CRI,ECU,0,162,0,0,0,0,0
2023,"Costa Rica",Eritrea,CRI,ERI,0,7,0,0,0,0,0
2023,"Costa Rica",Gambia,CRI,GMB,0,5,0,0,0,0,0
2023,"Costa Rica","United Kingdom of Great Britain and Northern Ireland",CRI,GBR,0,5,0,0,0,0,0
2023,"Costa Rica",Germany,CRI,DEU,0,8,0,0,0,0,0
2023,"Costa Rica",Ghana,CRI,GHA,0,60,0,0,0,0,0
2023,"Costa Rica",Greece,CRI,GRC,0,5,0,0,0,0,0
2023,"Costa Rica",Guatemala,CRI,GTM,24,153,0,0,0,0,0
2023,"Costa Rica",Guyana,CRI,GUY,0,11,0,0,0,0,0
2023,"Costa Rica",Haiti,CRI,HTI,16,871,0,0,0,0,0
2023,"Costa Rica",Honduras,CRI,HND,252,1172,0,0,0,0,10
2023,"Costa Rica","Cote d'Ivoire",CRI,CIV,0,7,0,0,0,0,0
2023,"Costa Rica",India,CRI,IND,0,10,0,0,0,0,0
2023,"Costa Rica",Indonesia,CRI,IDN,5,0,0,0,0,0,0
2023,"Costa Rica","Iran (Islamic Rep. of)",CRI,IRN,5,5,0,0,0,0,0
2023,"Costa Rica",Iraq,CRI,IRQ,5,5,0,0,0,0,0
2023,"Costa Rica",Israel,CRI,ISR,0,6,0,0,0,0,0
2023,"Costa Rica",Italy,CRI,ITA,0,18,0,0,0,0,0
2023,"Costa Rica",Jamaica,CRI,JAM,0,53,0,0,0,0,0
2023,"Costa Rica",Jordan,CRI,JOR,0,5,0,0,0,0,0
2023,"Costa Rica",Kazakhstan,CRI,KAZ,0,5,0,0,0,0,0
2023,"Costa Rica",Lebanon,CRI,LBN,0,5,0,0,0,0,0
2023,"Costa Rica",Latvia,CRI,LVA,0,5,0,0,0,0,0
2023,"Costa Rica",Mexico,CRI,MEX,13,92,0,0,0,0,0
2023,"Costa Rica",Morocco,CRI,MAR,0,5,0,0,0,0,0
2023,"Costa Rica",Namibia,CRI,NAM,0,5,0,0,0,0,0
2023,"Costa Rica",Nepal,CRI,NPL,0,113,0,0,0,0,0
2023,"Costa Rica",Niger,CRI,NER,0,5,0,0,0,0,0
2023,"Costa Rica",Nicaragua,CRI,NIC,13326,171169,0,0,0,0,0
2023,"Costa Rica",Nigeria,CRI,NGA,17,7,0,0,0,0,0
2023,"Costa Rica",Pakistan,CRI,PAK,5,9,0,0,0,0,0
2023,"Costa Rica",Panama,CRI,PAN,6,105,0,0,0,0,0
2023,"Costa Rica",Paraguay,CRI,PRY,0,5,0,0,0,0,0
2023,"Costa Rica",Peru,CRI,PER,13,112,0,0,0,0,0
2023,"Costa Rica",Philippines,CRI,PHL,0,5,0,0,0,0,0
2023,"Costa Rica",Poland,CRI,POL,0,10,0,0,0,0,0
2023,"Costa Rica",Portugal,CRI,PRT,0,5,0,0,0,0,0
2023,"Costa Rica",Romania,CRI,ROU,0,8,0,0,0,0,0
2023,"Costa Rica","South Africa",CRI,ZAF,0,11,0,0,0,0,0
2023,"Costa Rica","Russian Federation",CRI,RUS,27,395,0,0,0,0,0
2023,"Costa Rica","El Salvador",CRI,SLV,1638,84,0,0,0,0,11
2023,"Costa Rica",Senegal,CRI,SEN,0,5,0,0,0,0,0
2023,"Costa Rica",Somalia,CRI,SOM,7,5,0,0,0,0,0
2023,"Costa Rica",Spain,CRI,ESP,0,9,0,0,0,0,0
2023,"Costa Rica","Viet Nam",CRI,VNM,0,7,0,0,0,0,0
2023,"Costa Rica",Stateless,CRI,XXA,0,15,0,0,327,0,0
2023,"Costa Rica","Syrian Arab Rep.",CRI,SYR,6,35,0,0,0,0,0
2023,"Costa Rica",Türkiye,CRI,TUR,0,8,0,0,0,0,0
2023,"Costa Rica","Unknown ",CRI,UNK,0,0,0,0,0,0,32832
2023,"Costa Rica",Ukraine,CRI,UKR,13,44,0,0,0,0,0
2023,"Costa Rica",Uruguay,CRI,URY,0,6,0,0,0,0,0
2023,"Costa Rica","United States of America",CRI,USA,7,44,0,0,0,0,0
2023,"Costa Rica","Venezuela (Bolivarian Republic of)",CRI,VEN,4752,8774,0,18448,0,0,0
2023,"Costa Rica",Zimbabwe,CRI,ZWE,0,5,0,0,0,0,0
2022,"Costa Rica",Angola,CRI,AGO,0,64,0,0,0,0,0
2022,"Costa Rica",Egypt,CRI,EGY,5,0,0,0,0,0,0
2022,"Costa Rica",Argentina,CRI,ARG,0,77,0,0,0,0,0
2022,"Costa Rica",Australia,CRI,AUS,0,6,0,0,0,0,0
2022,"Costa Rica",Burundi,CRI,BDI,9,0,0,0,0,0,0
2022,"Costa Rica",Bangladesh,CRI,BGD,0,16,0,0,0,0,0
2022,"Costa Rica","Burkina Faso",CRI,BFA,0,5,0,0,0,0,0
2022,"Costa Rica",Belarus,CRI,BLR,0,5,0,0,0,0,0
2022,"Costa Rica","Bolivia (Plurinational State of)",CRI,BOL,0,21,0,0,0,0,0
2022,"Costa Rica",Brazil,CRI,BRA,0,167,0,0,0,0,0
2022,"Costa Rica",Belize,CRI,BLZ,0,5,0,0,0,0,0
2022,"Costa Rica",Canada,CRI,CAN,0,7,0,0,0,0,0
2022,"Costa Rica",China,CRI,CHN,0,373,0,0,0,0,0
2022,"Costa Rica",Chile,CRI,CHL,0,64,0,0,0,0,0
2022,"Costa Rica",Cameroon,CRI,CMR,0,22,0,0,0,0,0
2022,"Costa Rica",Congo,CRI,COG,0,57,0,0,0,0,0
2022,"Costa Rica","Dem. Rep. of the Congo",CRI,COD,12,65,0,0,0,0,0
2022,"Costa Rica",Colombia,CRI,COL,2304,2555,0,0,0,0,0
2022,"Costa Rica","Costa Rica",CRI,CRI,0,0,0,0,0,3051,0
2022,"Costa Rica",Cuba,CRI,CUB,648,3563,0,0,0,0,0
2022,"Costa Rica",Czechia,CRI,CZE,0,5,0,0,0,0,0
2022,"Costa Rica","Dominican Rep.",CRI,DOM,0,175,0,0,0,0,0
2022,"Costa Rica",Ecuador,CRI,ECU,0,131,0,0,0,0,0
2022,"Costa Rica",Eritrea,CRI,ERI,0,7,0,0,0,0,0
2022,"Costa Rica",Ethiopia,CRI,ETH,5,0,0,0,0,0,0
2022,"Costa Rica","French Guiana",CRI,GUF,0,5,0,0,0,0,0
2022,"Costa Rica",Gambia,CRI,GMB,0,5,0,0,0,0,0
2022,"Costa Rica","United Kingdom of Great Britain and Northern Ireland",CRI,GBR,0,5,0,0,0,0,0
2022,"Costa Rica",Germany,CRI,DEU,0,14,0,0,0,0,0
2022,"Costa Rica",Ghana,CRI,GHA,0,61,0,0,0,0,0
2022,"Costa Rica",Greece,CRI,GRC,0,5,0,0,0,0,0
2022,"Costa Rica",Guatemala,CRI,GTM,24,141,0,0,0,0,8
2022,"Costa Rica",Guyana,CRI,GUY,0,11,0,0,0,0,0
2022,"Costa Rica",Haiti,CRI,HTI,13,886,0,0,0,0,0
2022,"Costa Rica",Honduras,CRI,HND,229,1199,0,0,0,0,19
2022,"Costa Rica","Cote d'Ivoire",CRI,CIV,0,6,0,0,0,0,0
2022,"Costa Rica",India,CRI,IND,0,12,0,0,0,0,0
2022,"Costa Rica",Indonesia,CRI,IDN,5,0,0,0,0,0,0
2022,"Costa Rica","Iran (Islamic Rep. of)",CRI,IRN,5,5,0,0,0,0,0
2022,"Costa Rica",Iraq,CRI,IRQ,5,5,0,0,0,0,0
2022,"Costa Rica",Israel,CRI,ISR,0,6,0,0,0,0,0
2022,"Costa Rica",Italy,CRI,ITA,0,13,0,0,0,0,0
2022,"Costa Rica",Jamaica,CRI,JAM,0,53,0,0,0,0,0
2022,"Costa Rica",Kazakhstan,CRI,KAZ,0,5,0,0,0,0,0
2022,"Costa Rica",Lebanon,CRI,LBN,0,5,0,0,0,0,0
2022,"Costa Rica",Latvia,CRI,LVA,0,5,0,0,0,0,0
2022,"Costa Rica",Mexico,CRI,MEX,13,93,0,0,0,0,0
2022,"Costa Rica",Namibia,CRI,NAM,0,5,0,0,0,0,0
2022,"Costa Rica",Nepal,CRI,NPL,0,102,0,0,0,0,0
2022,"Costa Rica",Niger,CRI,NER,0,5,0,0,0,0,0
2022,"Costa Rica",Nicaragua,CRI,NIC,7083,217125,0,0,0,0,0
2022,"Costa Rica",Nigeria,CRI,NGA,17,7,0,0,0,0,0
2022,"Costa Rica",Pakistan,CRI,PAK,5,12,0,0,0,0,0
2022,"Costa Rica",Panama,CRI,PAN,6,99,0,0,0,0,0
2022,"Costa Rica",Paraguay,CRI,PRY,0,5,0,0,0,0,0
2022,"Costa Rica",Peru,CRI,PER,13,90,0,0,0,0,0
2022,"Costa Rica",Philippines,CRI,PHL,0,5,0,0,0,0,0
2022,"Costa Rica",Poland,CRI,POL,0,5,0,0,0,0,0
2022,"Costa Rica",Romania,CRI,ROU,0,8,0,0,0,0,0
2022,"Costa Rica","South Africa",CRI,ZAF,0,11,0,0,0,0,0
2022,"Costa Rica","Russian Federation",CRI,RUS,27,356,0,0,0,0,0
2022,"Costa Rica","El Salvador",CRI,SLV,1637,188,0,0,0,0,18
2022,"Costa Rica",Senegal,CRI,SEN,0,5,0,0,0,0,0
2022,"Costa Rica",Somalia,CRI,SOM,7,7,0,0,0,0,0
2022,"Costa Rica",Spain,CRI,ESP,0,11,0,0,0,0,0
2022,"Costa Rica","Viet Nam",CRI,VNM,0,7,0,0,0,0,0
2022,"Costa Rica",Stateless,CRI,XXA,0,0,0,0,235,0,0
2022,"Costa Rica","Syrian Arab Rep.",CRI,SYR,6,34,0,0,0,0,0
2022,"Costa Rica",Türkiye,CRI,TUR,0,8,0,0,0,0,0
2022,"Costa Rica",Ukraine,CRI,UKR,13,40,0,0,0,0,0
2022,"Costa Rica",Uruguay,CRI,URY,0,6,0,0,0,0,0
2022,"Costa Rica","United States of America",CRI,USA,7,45,0,0,0,0,0
2022,"Costa Rica","Venezuela (Bolivarian Republic of)",CRI,VEN,1990,11519,0,16598,0,0,0
2022,"Costa Rica",Zimbabwe,CRI,ZWE,0,5,0,0,0,0,0
2019,Cuba,Afghanistan,CUB,AFG,36,0,0,0,0,0,0
2019,Cuba,Eritrea,CUB,ERI,14,0,0,0,0,0,0
2019,Cuba,Ethiopia,CUB,ETH,6,0,0,0,0,0,0
2019,Cuba,Haiti,CUB,HTI,5,0,0,0,0,0,0
2019,Cuba,"Iran (Islamic Rep. of)",CUB,IRN,11,16,0,0,0,0,0
2019,Cuba,Iraq,CUB,IRQ,0,6,0,0,0,0,0
2019,Cuba,Sudan,CUB,SDN,0,10,0,0,0,0,0
2019,Cuba,"Syrian Arab Rep.",CUB,SYR,40,0,0,0,0,0,0
2019,Cuba,"Western Sahara",CUB,ESH,107,0,0,0,0,0,0
2019,Cuba,Yemen,CUB,YEM,14,0,0,0,0,0,0
2020,Cuba,Afghanistan,CUB,AFG,28,0,0,0,0,0,0
2020,Cuba,Eritrea,CUB,ERI,12,0,0,0,0,0,0
2020,Cuba,Ethiopia,CUB,ETH,6,0,0,0,0,0,0
2020,Cuba,Haiti,CUB,HTI,5,0,0,0,0,0,0
2020,Cuba,"Iran (Islamic Rep. of)",CUB,IRN,11,5,0,0,0,0,0
2020,Cuba,Sudan,CUB,SDN,10,0,0,0,0,0,0
2020,Cuba,"Syrian Arab Rep.",CUB,SYR,40,5,0,0,0,0,0
2020,Cuba,"Western Sahara",CUB,ESH,95,0,0,0,0,0,0
2020,Cuba,Yemen,CUB,YEM,15,0,0,0,0,0,0
2021,Cuba,Afghanistan,CUB,AFG,17,0,0,0,0,0,0
2021,Cuba,Cuba,CUB,CUB,0,0,0,0,0,0,7
2021,Cuba,Eritrea,CUB,ERI,5,0,0,0,0,0,0
2021,Cuba,Ethiopia,CUB,ETH,6,0,0,0,0,0,0
2021,Cuba,Haiti,CUB,HTI,5,0,0,0,0,0,0
2021,Cuba,"Iran (Islamic Rep. of)",CUB,IRN,7,5,0,0,0,0,0
2021,Cuba,Sudan,CUB,SDN,10,0,0,0,0,0,0
2021,Cuba,"Syrian Arab Rep.",CUB,SYR,36,9,0,0,0,0,0
2021,Cuba,"Western Sahara",CUB,ESH,99,0,0,0,0,0,0
2021,Cuba,Yemen,CUB,YEM,14,0,0,0,0,0,0
2024,Cuba,Afghanistan,CUB,AFG,8,0,0,0,0,0,0
2024,Cuba,Angola,CUB,AGO,0,10,0,0,0,0,0
2024,Cuba,Cuba,CUB,CUB,0,0,0,0,0,0,5
2024,Cuba,Ethiopia,CUB,ETH,5,0,0,0,0,0,0
2024,Cuba,Haiti,CUB,HTI,6,0,0,0,0,0,0
2024,Cuba,"Iran (Islamic Rep. of)",CUB,IRN,5,0,0,0,0,0,0
2024,Cuba,"Russian Federation",CUB,RUS,5,5,0,0,0,0,0
2024,Cuba,"South Sudan",CUB,SSD,0,5,0,0,0,0,0
2024,Cuba,Sudan,CUB,SDN,5,13,0,0,0,0,0
2024,Cuba,"Syrian Arab Rep.",CUB,SYR,32,8,0,0,0,0,0
2024,Cuba,"Western Sahara",CUB,ESH,59,0,0,0,0,0,0
2024,Cuba,Yemen,CUB,YEM,5,0,0,0,0,0,0
2023,Cuba,Afghanistan,CUB,AFG,9,0,0,0,0,0,0
2023,Cuba,Angola,CUB,AGO,0,10,0,0,0,0,0
2023,Cuba,Cuba,CUB,CUB,0,0,0,0,0,0,6
2023,Cuba,Eritrea,CUB,ERI,5,0,0,0,0,0,0
2023,Cuba,Ethiopia,CUB,ETH,0,5,0,0,0,0,0
2023,Cuba,"State of Palestine",CUB,PSE,5,0,0,0,0,0,0
2023,Cuba,Haiti,CUB,HTI,6,0,0,0,0,0,0
2023,Cuba,"Iran (Islamic Rep. of)",CUB,IRN,9,0,0,0,0,0,0
2023,Cuba,"Russian Federation",CUB,RUS,0,5,0,0,0,0,0
2023,Cuba,Sudan,CUB,SDN,6,0,0,0,0,0,0
2023,Cuba,"Syrian Arab Rep.",CUB,SYR,29,5,0,0,0,0,0
2023,Cuba,"Western Sahara",CUB,ESH,61,0,0,0,0,0,0
2023,Cuba,Yemen,CUB,YEM,6,0,0,0,0,0,0
2022,Cuba,Afghanistan,CUB,AFG,12,0,0,0,0,0,0
2022,Cuba,Eritrea,CUB,ERI,5,0,0,0,0,0,0
2022,Cuba,Haiti,CUB,HTI,5,0,0,0,0,0,0
2022,Cuba,"Iran (Islamic Rep. of)",CUB,IRN,10,0,0,0,0,0,0
2022,Cuba,Sudan,CUB,SDN,7,0,0,0,0,0,0
2022,Cuba,"Syrian Arab Rep.",CUB,SYR,27,8,0,0,0,0,0
2022,Cuba,"Western Sahara",CUB,ESH,96,0,0,0,0,0,0
2022,Cuba,Yemen,CUB,YEM,12,0,0,0,0,0,0
2019,"Dominican Rep.",Afghanistan,DOM,AFG,0,9,0,0,0,0,0
2019,"Dominican Rep.",Colombia,DOM,COL,0,10,0,0,0,0,0
2019,"Dominican Rep.",Cuba,DOM,CUB,0,32,0,0,0,0,0
2019,"Dominican Rep.",Haiti,DOM,HTI,164,244,0,0,0,0,0
2019,"Dominican Rep.",Honduras,DOM,HND,0,5,0,0,0,0,0
2019,"Dominican Rep.","Sri Lanka",DOM,LKA,0,5,0,0,0,0,0
2019,"Dominican Rep.",Nicaragua,DOM,NIC,0,5,0,0,0,0,0
2019,"Dominican Rep.","United States of America",DOM,USA,0,5,0,0,0,0,0
2019,"Dominican Rep.","Venezuela (Bolivarian Republic of)",DOM,VEN,0,246,0,33816,0,0,0
2020,"Dominican Rep.",Afghanistan,DOM,AFG,0,8,0,0,0,0,0
2020,"Dominican Rep.",Colombia,DOM,COL,0,5,0,0,0,0,0
2020,"Dominican Rep.",Cuba,DOM,CUB,0,49,0,0,0,0,0
2020,"Dominican Rep.",Haiti,DOM,HTI,162,273,0,0,0,0,0
2020,"Dominican Rep.",Honduras,DOM,HND,0,5,0,0,0,0,0
2020,"Dominican Rep.","Sri Lanka",DOM,LKA,0,5,0,0,0,0,0
2020,"Dominican Rep.",Nicaragua,DOM,NIC,0,5,0,0,0,0,0
2020,"Dominican Rep.","Venezuela (Bolivarian Republic of)",DOM,VEN,0,275,0,114050,0,0,0
