Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,Asylum-seekers,IDPs,"Other people in need of international protection","Stateless persons","Host community","Others of concern"
2020,Brazil,"Costa Rica",BRA,CRI,0,15,0,0,0,0,0
2020,Canada,"Costa Rica",CAN,CRI,12,32,0,0,0,0,0
2020,Chile,"Costa Rica",CHL,CRI,5,0,0,0,0,0,0
2020,France,"Costa Rica",FRA,CRI,5,0,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland","Costa Rica",GBR,CRI,0,5,0,0,0,0,0
2020,Germany,"Costa Rica",DEU,CRI,0,5,0,0,0,0,0
2020,Mexico,"Costa Rica",MEX,CRI,5,62,0,0,0,0,0
2020,Panama,"Costa Rica",PAN,CRI,0,5,0,0,0,0,0
2020,Peru,"Costa Rica",PER,CRI,0,5,0,0,0,0,0
2020,Spain,"Costa Rica",ESP,CRI,5,65,0,0,0,0,0
2020,"United States of America","Costa Rica",USA,CRI,171,601,0,0,0,0,0
2021,Argentina,"Costa Rica",ARG,CRI,5,0,0,0,0,0,0
2021,Brazil,"Costa Rica",BRA,CRI,0,18,0,0,0,0,0
2021,Canada,"Costa Rica",CAN,CRI,13,52,0,0,0,0,0
2021,Chile,"Costa Rica",CHL,CRI,5,0,0,0,0,0,0
2021,"Costa Rica","Costa Rica",CRI,CRI,0,0,0,0,0,1863,0
2021,"United Kingdom of Great Britain and Northern Ireland","Costa Rica",GBR,CRI,0,7,0,0,0,0,0
2021,Mexico,"Costa Rica",MEX,CRI,33,119,0,0,0,0,0
2021,Peru,"Costa Rica",PER,CRI,0,5,0,0,0,0,0
2021,Spain,"Costa Rica",ESP,CRI,5,70,0,0,0,0,0
2021,"United States of America","Costa Rica",USA,CRI,174,718,0,0,0,0,0
2024,Argentina,"Costa Rica",ARG,CRI,5,0,0,0,0,0,0
2024,Brazil,"Costa Rica",BRA,CRI,0,15,0,0,0,0,0
2024,Canada,"Costa Rica",CAN,CRI,94,111,0,0,0,0,0
2024,Chile,"Costa Rica",CHL,CRI,5,0,0,0,0,0,0
2024,"Costa Rica","Costa Rica",CRI,CRI,0,0,0,0,0,3115,0
2024,Finland,"Costa Rica",FIN,CRI,0,5,0,0,0,0,0
2024,"United Kingdom of Great Britain and Northern Ireland","Costa Rica",GBR,CRI,6,8,0,0,0,0,0
2024,Guatemala,"Costa Rica",GTM,CRI,0,5,0,0,0,0,0
2024,Ireland,"Costa Rica",IRL,CRI,5,5,0,0,0,0,0
2024,Italy,"Costa Rica",ITA,CRI,6,23,0,0,0,0,0
2024,Mexico,"Costa Rica",MEX,CRI,70,163,0,0,0,0,0
2024,Panama,"Costa Rica",PAN,CRI,0,5,0,0,0,0,0
2024,Peru,"Costa Rica",PER,CRI,0,5,0,0,0,0,0
2024,"El Salvador","Costa Rica",SLV,CRI,0,8,0,0,0,0,0
2024,Spain,"Costa Rica",ESP,CRI,54,150,0,0,0,0,0
2024,"United States of America","Costa Rica",USA,CRI,71,1878,0,0,0,0,0
2023,Argentina,"Costa Rica",ARG,CRI,5,0,0,0,0,0,0
2023,Brazil,"Costa Rica",BRA,CRI,0,6,0,0,0,0,0
2023,Canada,"Costa Rica",CAN,CRI,33,87,0,0,0,0,0
2023,Chile,"Costa Rica",CHL,CRI,5,0,0,0,0,0,0
2023,"Costa Rica","Costa Rica",CRI,CRI,0,0,0,0,0,3109,0
2023,"United Kingdom of Great Britain and Northern Ireland","Costa Rica",GBR,CRI,5,12,0,0,0,0,0
2023,Germany,"Costa Rica",DEU,CRI,0,10,0,0,0,0,0
2023,Ireland,"Costa Rica",IRL,CRI,5,5,0,0,0,0,0
2023,Italy,"Costa Rica",ITA,CRI,6,6,0,0,0,0,0
2023,Mexico,"Costa Rica",MEX,CRI,54,153,0,0,0,0,0
2023,Panama,"Costa Rica",PAN,CRI,0,5,0,0,0,0,0
2023,Peru,"Costa Rica",PER,CRI,0,5,0,0,0,0,0
2023,Portugal,"Costa Rica",PRT,CRI,5,0,0,0,0,0,0
2023,"El Salvador","Costa Rica",SLV,CRI,0,5,0,0,0,0,0
2023,Spain,"Costa Rica",ESP,CRI,21,105,0,0,0,0,0
2023,"United States of America","Costa Rica",USA,CRI,68,1285,0,0,0,0,0
2022,Argentina,"Costa Rica",ARG,CRI,5,0,0,0,0,0,0
2022,Brazil,"Costa Rica",BRA,CRI,5,14,0,0,0,0,0
2022,Canada,"Costa Rica",CAN,CRI,23,61,0,0,0,0,0
2022,Chile,"Costa Rica",CHL,CRI,5,0,0,0,0,0,0
2022,"Costa Rica","Costa Rica",CRI,CRI,0,0,0,0,0,3051,0
2022,"United Kingdom of Great Britain and Northern Ireland","Costa Rica",GBR,CRI,0,13,0,0,0,0,0
2022,Germany,"Costa Rica",DEU,CRI,0,5,0,0,0,0,0
2022,Italy,"Costa Rica",ITA,CRI,0,19,0,0,0,0,0
2022,Mexico,"Costa Rica",MEX,CRI,44,177,0,0,0,0,0
2022,Peru,"Costa Rica",PER,CRI,0,5,0,0,0,0,0
2022,Poland,"Costa Rica",POL,CRI,5,0,0,0,0,0,0
2022,Spain,"Costa Rica",ESP,CRI,5,85,0,0,0,0,0
2022,"United States of America","Costa Rica",USA,CRI,183,900,0,0,0,0,0
2019,Argentina,Cuba,ARG,CUB,257,815,0,0,0,0,0
2019,Armenia,Cuba,ARM,CUB,0,23,0,0,0,0,0
2019,Austria,Cuba,AUT,CUB,14,12,0,0,0,0,0
2019,Belgium,Cuba,BEL,CUB,9,0,0,0,0,0,0
2019,Bahamas,Cuba,BHS,CUB,5,5,0,0,0,0,0
2019,Belarus,Cuba,BLR,CUB,0,5,0,0,0,0,0
2019,"Bolivia (Plurinational State of)",Cuba,BOL,CUB,48,0,0,0,0,0,0
2019,Brazil,Cuba,BRA,CUB,238,14560,0,0,0,0,0
2019,Belize,Cuba,BLZ,CUB,0,5,0,0,0,0,0
2019,Canada,Cuba,CAN,CUB,598,246,0,0,0,0,0
2019,"Cayman Islands",Cuba,CYM,CUB,34,14,0,0,0,0,0
2019,Chile,Cuba,CHL,CUB,19,1449,0,0,0,0,0
2019,Colombia,Cuba,COL,CUB,73,85,0,0,0,0,0
2019,"Costa Rica",Cuba,CRI,CUB,380,1933,0,0,0,0,0
2019,Cyprus,Cuba,CYP,CUB,0,5,0,0,0,0,0
2019,Czechia,Cuba,CZE,CUB,46,25,0,0,0,0,0
2019,"Dominican Rep.",Cuba,DOM,CUB,0,32,0,0,0,0,0
2019,Ecuador,Cuba,ECU,CUB,214,177,0,0,0,0,0
2019,Ethiopia,Cuba,ETH,CUB,5,0,0,0,0,0,0
2019,Finland,Cuba,FIN,CUB,5,36,0,0,0,0,0
2019,France,Cuba,FRA,CUB,196,23,0,0,0,0,0
2019,"United Kingdom of Great Britain and Northern Ireland",Cuba,GBR,CUB,10,11,0,0,0,0,0
2019,Germany,Cuba,DEU,CUB,86,66,0,0,0,0,0
2019,Greece,Cuba,GRC,CUB,0,24,0,0,0,0,0
2019,Guatemala,Cuba,GTM,CUB,0,39,0,0,0,0,0
2019,Guyana,Cuba,GUY,CUB,9,57,0,0,0,0,0
2019,Honduras,Cuba,HND,CUB,0,5,0,0,0,0,0
2019,Hungary,Cuba,HUN,CUB,79,0,0,0,0,0,0
2019,Ireland,Cuba,IRL,CUB,5,0,0,0,0,0,0
2019,Italy,Cuba,ITA,CUB,238,105,0,0,0,0,0
2019,Lithuania,Cuba,LTU,CUB,5,0,0,0,0,0,0
2019,"North Macedonia",Cuba,MKD,CUB,0,5,0,0,0,0,0
2019,Mexico,Cuba,MEX,CUB,325,6746,0,0,0,0,0
2019,Montenegro,Cuba,MNE,CUB,0,5,0,0,0,0,0
2019,"Netherlands (Kingdom of the)",Cuba,NLD,CUB,28,28,0,0,0,0,0
2019,Nicaragua,Cuba,NIC,CUB,15,0,0,0,0,0,0
2019,Panama,Cuba,PAN,CUB,120,2662,0,0,0,0,0
2019,Paraguay,Cuba,PRY,CUB,109,617,0,0,0,0,0
2019,Peru,Cuba,PER,CUB,477,2693,0,0,0,0,0
2019,Poland,Cuba,POL,CUB,17,11,0,0,0,0,0
2019,Portugal,Cuba,PRT,CUB,5,12,0,0,0,0,0
2019,Romania,Cuba,ROU,CUB,0,5,0,0,0,0,0
2019,"El Salvador",Cuba,SLV,CUB,0,5,0,0,0,0,0
2019,Spain,Cuba,ESP,CUB,856,1645,0,0,0,0,0
2019,"Serbia and Kosovo: S/RES/1244 (1999)",Cuba,SRB,CUB,7,0,0,0,0,0,0
2019,"Saint Kitts and Nevis",Cuba,KNA,CUB,5,0,0,0,0,0,0
2019,Suriname,Cuba,SUR,CUB,36,1187,0,0,0,0,0
2019,Slovakia,Cuba,SVK,CUB,32,0,0,0,0,0,0
2019,Sweden,Cuba,SWE,CUB,36,26,0,0,0,0,0
2019,Switzerland,Cuba,CHE,CUB,34,8,0,0,0,0,0
2019,"Sint Maarten (Dutch part)",Cuba,SXM,CUB,0,5,0,0,0,0,0
2019,"Turks and Caicos Islands",Cuba,TCA,CUB,5,0,0,0,0,0,0
2019,"Trinidad and Tobago",Cuba,TTO,CUB,155,2257,0,0,0,0,0
2019,Uruguay,Cuba,URY,CUB,25,12371,0,0,0,0,0
2019,"United States of America",Cuba,USA,CUB,1765,5899,0,0,0,0,0
2020,Argentina,Cuba,ARG,CUB,259,821,0,0,0,0,0
2020,Armenia,Cuba,ARM,CUB,0,26,0,0,0,0,0
2020,Austria,Cuba,AUT,CUB,13,8,0,0,0,0,0
2020,Belgium,Cuba,BEL,CUB,10,15,0,0,0,0,0
2020,Bahamas,Cuba,BHS,CUB,5,0,0,0,0,0,0
2020,"Bolivia (Plurinational State of)",Cuba,BOL,CUB,48,0,0,0,0,0,0
2020,Brazil,Cuba,BRA,CUB,359,15392,0,0,0,0,0
2020,Belize,Cuba,BLZ,CUB,0,5,0,0,0,0,0
2020,Canada,Cuba,CAN,CUB,504,292,0,0,0,0,0
2020,"Cayman Islands",Cuba,CYM,CUB,38,28,0,0,0,0,0
2020,Chile,Cuba,CHL,CUB,19,1597,0,0,0,0,0
2020,Colombia,Cuba,COL,CUB,77,137,0,0,0,0,0
2020,"Costa Rica",Cuba,CRI,CUB,417,3206,0,0,0,0,0
2020,Czechia,Cuba,CZE,CUB,43,16,0,0,0,0,0
2020,"Dominican Rep.",Cuba,DOM,CUB,0,49,0,0,0,0,0
2020,Ecuador,Cuba,ECU,CUB,214,330,0,0,0,0,0
2020,Ethiopia,Cuba,ETH,CUB,5,0,0,0,0,0,0
2020,Finland,Cuba,FIN,CUB,5,22,0,0,0,0,0
2020,France,Cuba,FRA,CUB,225,223,0,0,0,0,0
2020,"United Kingdom of Great Britain and Northern Ireland",Cuba,GBR,CUB,11,17,0,0,0,0,0
2020,Germany,Cuba,DEU,CUB,78,49,0,0,0,0,0
2020,Greece,Cuba,GRC,CUB,0,42,0,0,0,0,0
2020,Guatemala,Cuba,GTM,CUB,7,50,0,0,0,0,0
2020,Guyana,Cuba,GUY,CUB,18,67,0,0,0,0,0
2020,Honduras,Cuba,HND,CUB,0,5,0,0,0,0,130
2020,Hungary,Cuba,HUN,CUB,78,0,0,0,0,0,0
2020,Ireland,Cuba,IRL,CUB,5,0,0,0,0,0,0
2020,Italy,Cuba,ITA,CUB,0,118,0,0,0,0,0
2020,Lithuania,Cuba,LTU,CUB,5,0,0,0,0,0,0
2020,Mexico,Cuba,MEX,CUB,1955,8370,0,0,0,0,0
2020,Montenegro,Cuba,MNE,CUB,0,18,0,0,0,0,0
2020,"Netherlands (Kingdom of the)",Cuba,NLD,CUB,29,29,0,0,0,0,0
2020,Nicaragua,Cuba,NIC,CUB,14,0,0,0,0,0,0
2020,Panama,Cuba,PAN,CUB,120,2162,0,0,0,0,0
2020,Paraguay,Cuba,PRY,CUB,280,559,0,0,0,0,0
2020,Peru,Cuba,PER,CUB,494,2775,0,0,0,0,0
2020,Poland,Cuba,POL,CUB,7,5,0,0,0,0,0
2020,Portugal,Cuba,PRT,CUB,5,7,0,0,0,0,0
2020,Romania,Cuba,ROU,CUB,0,6,0,0,0,0,0
2020,"Russian Federation",Cuba,RUS,CUB,5,0,0,0,0,0,0
2020,Spain,Cuba,ESP,CUB,660,2845,0,0,0,0,0
2020,"Serbia and Kosovo: S/RES/1244 (1999)",Cuba,SRB,CUB,7,0,0,0,0,0,0
2020,Suriname,Cuba,SUR,CUB,7,1703,0,0,0,0,0
2020,Slovakia,Cuba,SVK,CUB,32,0,0,0,0,0,0
2020,Sweden,Cuba,SWE,CUB,31,22,0,0,0,0,0
2020,Switzerland,Cuba,CHE,CUB,35,10,0,0,0,0,0
2020,"Trinidad and Tobago",Cuba,TTO,CUB,171,2348,0,0,0,0,0
2020,Uruguay,Cuba,URY,CUB,26,9109,0,0,0,0,0
2020,"United States of America",Cuba,USA,CUB,2591,9751,0,0,0,0,0
2021,Argentina,Cuba,ARG,CUB,263,819,0,0,0,0,0
2021,Armenia,Cuba,ARM,CUB,5,13,0,0,0,0,0
2021,Austria,Cuba,AUT,CUB,15,5,0,0,0,0,0
2021,Belgium,Cuba,BEL,CUB,10,5,0,0,0,0,0
2021,Bahamas,Cuba,BHS,CUB,0,5,0,0,0,0,0
2021,Belarus,Cuba,BLR,CUB,0,7,0,0,0,0,0
2021,"Bolivia (Plurinational State of)",Cuba,BOL,CUB,48,0,0,0,0,0,0
2021,Brazil,Cuba,BRA,CUB,722,15339,0,0,0,0,0
2021,"Bosnia and Herzegovina",Cuba,BIH,CUB,0,0,0,0,0,0,12
2021,Bulgaria,Cuba,BGR,CUB,0,5,0,0,0,0,0
2021,Belize,Cuba,BLZ,CUB,0,5,0,0,0,0,0
2021,Canada,Cuba,CAN,CUB,458,297,0,0,0,0,0
2021,"Cayman Islands",Cuba,CYM,CUB,57,30,0,0,0,0,0
2021,Chile,Cuba,CHL,CUB,19,1590,0,0,0,0,0
2021,Colombia,Cuba,COL,CUB,88,98,0,0,0,0,0
2021,"Costa Rica",Cuba,CRI,CUB,463,2795,0,0,0,0,0
2021,Cuba,Cuba,CUB,CUB,0,0,0,0,0,0,7
2021,Czechia,Cuba,CZE,CUB,36,11,0,0,0,0,0
2021,"Dominican Rep.",Cuba,DOM,CUB,0,51,0,0,0,0,0
2021,Ecuador,Cuba,ECU,CUB,219,61,0,0,0,0,0
2021,Ethiopia,Cuba,ETH,CUB,5,0,0,0,0,0,0
2021,Finland,Cuba,FIN,CUB,5,6,0,0,0,0,0
2021,France,Cuba,FRA,CUB,304,180,0,0,0,0,0
2021,"United Kingdom of Great Britain and Northern Ireland",Cuba,GBR,CUB,12,16,0,0,0,0,0
2021,Germany,Cuba,DEU,CUB,84,46,0,0,0,0,0
2021,Greece,Cuba,GRC,CUB,7,79,0,0,0,0,0
2021,Guatemala,Cuba,GTM,CUB,8,22,0,0,0,0,0
2021,Guyana,Cuba,GUY,CUB,40,78,0,0,0,0,0
2021,Honduras,Cuba,HND,CUB,0,0,0,0,0,0,130
2021,Croatia,Cuba,HRV,CUB,0,11,0,0,0,0,22
2021,Hungary,Cuba,HUN,CUB,76,0,0,0,0,0,0
2021,Ireland,Cuba,IRL,CUB,5,0,0,0,0,0,0
2021,Italy,Cuba,ITA,CUB,54,110,0,0,0,0,0
2021,Lithuania,Cuba,LTU,CUB,5,0,0,0,0,0,0
2021,Latvia,Cuba,LVA,CUB,0,5,0,0,0,0,0
2021,"North Macedonia",Cuba,MKD,CUB,0,5,0,0,0,0,0
2021,"Rep. of Moldova",Cuba,MDA,CUB,0,8,0,0,0,0,0
2021,Mexico,Cuba,MEX,CUB,3722,9837,0,0,0,0,13488
2021,Montenegro,Cuba,MNE,CUB,0,54,0,0,0,0,0
2021,"Netherlands (Kingdom of the)",Cuba,NLD,CUB,52,26,0,0,0,0,0
2021,Nicaragua,Cuba,NIC,CUB,14,0,0,0,0,0,5
2021,Panama,Cuba,PAN,CUB,120,1554,0,0,0,0,0
2021,Paraguay,Cuba,PRY,CUB,927,55,0,0,0,0,0
2021,Peru,Cuba,PER,CUB,519,2739,0,0,0,0,0
2021,Poland,Cuba,POL,CUB,8,26,0,0,0,0,0
2021,Portugal,Cuba,PRT,CUB,5,10,0,0,0,0,0
2021,Romania,Cuba,ROU,CUB,5,0,0,0,0,0,0
2021,"Russian Federation",Cuba,RUS,CUB,7,5,0,0,0,0,0
2021,Spain,Cuba,ESP,CUB,136,3065,0,0,0,0,0
2021,"Serbia and Kosovo: S/RES/1244 (1999)",Cuba,SRB,CUB,7,0,0,0,0,0,0
2021,Suriname,Cuba,SUR,CUB,17,1777,0,0,0,0,0
2021,Slovakia,Cuba,SVK,CUB,32,0,0,0,0,0,0
2021,Slovenia,Cuba,SVN,CUB,0,24,0,0,0,0,0
2021,Sweden,Cuba,SWE,CUB,23,17,0,0,0,0,0
2021,Switzerland,Cuba,CHE,CUB,41,7,0,0,0,0,0
2021,"Trinidad and Tobago",Cuba,TTO,CUB,174,2339,0,0,0,0,0
2021,Uruguay,Cuba,URY,CUB,28,10313,0,0,0,0,0
2021,"United States of America",Cuba,USA,CUB,2689,18040,0,0,0,0,0
2024,Argentina,Cuba,ARG,CUB,265,318,0,0,0,0,0
2024,Armenia,Cuba,ARM,CUB,5,24,0,0,0,0,0
2024,Australia,Cuba,AUS,CUB,0,31,0,0,0,0,0
2024,Austria,Cuba,AUT,CUB,17,19,0,0,0,0,0
2024,Belgium,Cuba,BEL,CUB,7,49,0,0,0,0,0
2024,Bahamas,Cuba,BHS,CUB,5,7,0,0,0,0,723
2024,"Bolivia (Plurinational State of)",Cuba,BOL,CUB,48,0,0,0,0,0,0
2024,Brazil,Cuba,BRA,CUB,1095,33855,0,0,0,0,0
2024,Belize,Cuba,BLZ,CUB,0,5,0,0,0,0,0
2024,Canada,Cuba,CAN,CUB,919,1349,0,0,0,0,0
2024,"Cayman Islands",Cuba,CYM,CUB,50,15,0,0,0,0,0
2024,Chile,Cuba,CHL,CUB,19,134,0,0,0,0,0
2024,Colombia,Cuba,COL,CUB,96,525,0,0,0,0,13
2024,"Costa Rica",Cuba,CRI,CUB,1516,6744,0,0,0,0,0
2024,Cuba,Cuba,CUB,CUB,0,0,0,0,0,0,5
2024,Cyprus,Cuba,CYP,CUB,5,0,0,0,0,0,0
2024,Czechia,Cuba,CZE,CUB,45,8,0,0,0,0,0
2024,Denmark,Cuba,DNK,CUB,5,5,0,0,0,0,0
2024,"Dominican Rep.",Cuba,DOM,CUB,8,123,0,0,0,0,0
2024,Ecuador,Cuba,ECU,CUB,100,89,0,0,0,0,0
2024,Ethiopia,Cuba,ETH,CUB,5,0,0,0,0,0,0
2024,France,Cuba,FRA,CUB,552,55,0,0,0,0,0
2024,"United Kingdom of Great Britain and Northern Ireland",Cuba,GBR,CUB,39,17,0,0,0,0,0
2024,Germany,Cuba,DEU,CUB,150,353,0,0,0,0,0
2024,Greece,Cuba,GRC,CUB,45,34,0,0,0,0,0
2024,Guatemala,Cuba,GTM,CUB,14,145,0,0,0,0,0
2024,Guyana,Cuba,GUY,CUB,5,29,0,0,0,0,0
2024,Haiti,Cuba,HTI,CUB,5,0,0,0,0,0,0
2024,Honduras,Cuba,HND,CUB,5,7,0,0,0,0,22504
2024,Croatia,Cuba,HRV,CUB,0,23,0,0,0,0,0
2024,Hungary,Cuba,HUN,CUB,73,0,0,0,0,0,0
2024,Ireland,Cuba,IRL,CUB,6,0,0,0,0,0,0
2024,Italy,Cuba,ITA,CUB,190,796,0,0,0,0,0
2024,Lithuania,Cuba,LTU,CUB,9,5,0,0,0,0,0
2024,Latvia,Cuba,LVA,CUB,0,5,0,0,0,0,0
2024,"Rep. of Moldova",Cuba,MDA,CUB,0,15,0,0,0,0,0
2024,Mexico,Cuba,MEX,CUB,10605,38411,0,0,0,0,10189
2024,Montenegro,Cuba,MNE,CUB,5,26,0,0,0,0,0
2024,"Netherlands (Kingdom of the)",Cuba,NLD,CUB,90,26,0,0,0,0,0
2024,Norway,Cuba,NOR,CUB,8,5,0,0,0,0,0
2024,Panama,Cuba,PAN,CUB,36,1172,0,0,0,0,0
2024,Paraguay,Cuba,PRY,CUB,1156,425,0,0,0,0,0
2024,Peru,Cuba,PER,CUB,555,7631,0,0,0,0,0
2024,Poland,Cuba,POL,CUB,9,6,0,0,0,0,0
2024,Portugal,Cuba,PRT,CUB,0,6,0,0,0,0,0
2024,Romania,Cuba,ROU,CUB,10,5,0,0,0,0,0
2024,"Russian Federation",Cuba,RUS,CUB,13,8,0,0,0,0,0
2024,"El Salvador",Cuba,SLV,CUB,6,55,0,0,0,0,0
2024,Spain,Cuba,ESP,CUB,1352,5550,0,0,0,0,0
2024,"Serbia and Kosovo: S/RES/1244 (1999)",Cuba,SRB,CUB,13,23,0,0,0,0,0
2024,"Saint Kitts and Nevis",Cuba,KNA,CUB,5,0,0,0,0,0,0
2024,Suriname,Cuba,SUR,CUB,12,2705,0,0,0,0,0
2024,Slovakia,Cuba,SVK,CUB,37,0,0,0,0,0,0
2024,Sweden,Cuba,SWE,CUB,61,11,0,0,0,0,0
2024,Switzerland,Cuba,CHE,CUB,58,23,0,0,0,0,0
2024,"Trinidad and Tobago",Cuba,TTO,CUB,157,1216,0,0,0,0,0
2024,Uruguay,Cuba,URY,CUB,47,23825,0,0,0,0,0
2024,"United States of America",Cuba,USA,CUB,4327,218225,0,0,0,0,0
2023,Argentina,Cuba,ARG,CUB,266,631,0,0,0,0,0
2023,Armenia,Cuba,ARM,CUB,5,10,0,0,0,0,0
2023,Australia,Cuba,AUS,CUB,0,19,0,0,0,0,0
2023,Austria,Cuba,AUT,CUB,17,25,0,0,0,0,0
2023,Belgium,Cuba,BEL,CUB,7,0,0,0,0,0,0
2023,Bahamas,Cuba,BHS,CUB,0,11,0,0,0,0,723
2023,Belarus,Cuba,BLR,CUB,0,5,0,0,0,0,0
2023,"Bolivia (Plurinational State of)",Cuba,BOL,CUB,48,0,0,0,0,0,0
2023,Brazil,Cuba,BRA,CUB,1075,19633,0,0,0,0,0
2023,Belize,Cuba,BLZ,CUB,0,5,0,0,0,0,0
2023,Canada,Cuba,CAN,CUB,537,799,0,0,0,0,0
2023,"Cayman Islands",Cuba,CYM,CUB,49,93,0,0,0,0,0
2023,Chile,Cuba,CHL,CUB,19,125,0,0,0,0,0
2023,Colombia,Cuba,COL,CUB,111,230,0,0,0,0,0
2023,"Costa Rica",Cuba,CRI,CUB,962,5893,0,0,0,0,0
2023,Cuba,Cuba,CUB,CUB,0,0,0,0,0,0,6
2023,Cyprus,Cuba,CYP,CUB,5,0,0,0,0,0,0
2023,Czechia,Cuba,CZE,CUB,40,7,0,0,0,0,0
2023,Denmark,Cuba,DNK,CUB,0,5,0,0,0,0,0
2023,"Dominican Rep.",Cuba,DOM,CUB,31,154,0,0,0,0,0
2023,Ecuador,Cuba,ECU,CUB,283,125,0,0,0,0,0
2023,Ethiopia,Cuba,ETH,CUB,5,0,0,0,0,0,0
2023,Finland,Cuba,FIN,CUB,5,18,0,0,0,0,0
2023,France,Cuba,FRA,CUB,513,136,0,0,0,0,0
2023,"United Kingdom of Great Britain and Northern Ireland",Cuba,GBR,CUB,25,35,0,0,0,0,0
2023,Georgia,Cuba,GEO,CUB,0,5,0,0,0,0,0
2023,Germany,Cuba,DEU,CUB,132,434,0,0,0,0,0
2023,Greece,Cuba,GRC,CUB,33,87,0,0,0,0,0
2023,Guatemala,Cuba,GTM,CUB,12,99,0,0,0,0,0
2023,Guyana,Cuba,GUY,CUB,5,37,0,0,0,0,0
2023,Honduras,Cuba,HND,CUB,0,16,0,0,0,0,22897
2023,Croatia,Cuba,HRV,CUB,0,51,0,0,0,0,0
2023,Hungary,Cuba,HUN,CUB,74,0,0,0,0,0,0
2023,Iceland,Cuba,ISL,CUB,0,5,0,0,0,0,0
2023,Ireland,Cuba,IRL,CUB,8,0,0,0,0,0,0
2023,Italy,Cuba,ITA,CUB,148,552,0,0,0,0,0
2023,Lithuania,Cuba,LTU,CUB,7,5,0,0,0,0,0
2023,Mexico,Cuba,MEX,CUB,6858,33498,0,0,0,0,931
2023,Montenegro,Cuba,MNE,CUB,5,31,0,0,0,0,0
2023,"Netherlands (Kingdom of the)",Cuba,NLD,CUB,94,21,0,0,0,0,0
2023,Nicaragua,Cuba,NIC,CUB,14,0,0,0,0,0,6
2023,Norway,Cuba,NOR,CUB,0,7,0,0,0,0,0
2023,Panama,Cuba,PAN,CUB,121,1270,0,0,0,0,0
2023,Paraguay,Cuba,PRY,CUB,1138,363,0,0,0,0,0
2023,Peru,Cuba,PER,CUB,549,7162,0,0,0,0,0
2023,Poland,Cuba,POL,CUB,19,5,0,0,0,0,0
2023,Romania,Cuba,ROU,CUB,10,5,0,0,0,0,0
2023,"Russian Federation",Cuba,RUS,CUB,5,6,0,0,0,0,0
2023,"El Salvador",Cuba,SLV,CUB,0,45,0,0,0,0,0
2023,Spain,Cuba,ESP,CUB,1317,5325,0,0,0,0,0
2023,"Serbia and Kosovo: S/RES/1244 (1999)",Cuba,SRB,CUB,13,22,0,0,0,0,0
2023,"Saint Kitts and Nevis",Cuba,KNA,CUB,5,0,0,0,0,0,0
2023,Suriname,Cuba,SUR,CUB,12,2136,0,0,0,0,0
2023,Slovakia,Cuba,SVK,CUB,37,0,0,0,0,0,0
2023,Slovenia,Cuba,SVN,CUB,0,5,0,0,0,0,0
2023,Sweden,Cuba,SWE,CUB,16,11,0,0,0,0,0
2023,Switzerland,Cuba,CHE,CUB,58,30,0,0,0,0,0
2023,"Trinidad and Tobago",Cuba,TTO,CUB,122,1840,0,0,0,0,0
2023,Uruguay,Cuba,URY,CUB,42,18605,0,0,0,0,0
2023,"United States of America",Cuba,USA,CUB,3703,230055,0,0,0,0,0
2022,Argentina,Cuba,ARG,CUB,262,829,0,0,0,0,0
2022,Armenia,Cuba,ARM,CUB,5,17,0,0,0,0,0
2022,Australia,Cuba,AUS,CUB,0,9,0,0,0,0,0
2022,Austria,Cuba,AUT,CUB,15,14,0,0,0,0,0
2022,Belgium,Cuba,BEL,CUB,10,25,0,0,0,0,0
2022,Bahamas,Cuba,BHS,CUB,0,11,0,0,0,0,723
2022,"Bolivia (Plurinational State of)",Cuba,BOL,CUB,48,0,0,0,0,0,0
2022,Brazil,Cuba,BRA,CUB,1180,18598,0,0,0,0,0
2022,"Bosnia and Herzegovina",Cuba,BIH,CUB,0,0,0,0,0,0,33
2022,Belize,Cuba,BLZ,CUB,0,5,0,0,0,0,0
2022,Canada,Cuba,CAN,CUB,288,691,0,0,0,0,0
2022,"Cayman Islands",Cuba,CYM,CUB,47,242,0,0,0,0,0
2022,Chile,Cuba,CHL,CUB,19,718,0,0,0,0,0
2022,Colombia,Cuba,COL,CUB,87,233,0,0,0,0,0
2022,"Costa Rica",Cuba,CRI,CUB,648,3563,0,0,0,0,0
2022,Czechia,Cuba,CZE,CUB,33,0,0,0,0,0,0
2022,"Dominican Rep.",Cuba,DOM,CUB,6,115,0,0,0,0,0
2022,Ecuador,Cuba,ECU,CUB,230,169,0,0,0,0,0
2022,Ethiopia,Cuba,ETH,CUB,5,0,0,0,0,0,0
2022,Finland,Cuba,FIN,CUB,5,36,0,0,0,0,0
2022,France,Cuba,FRA,CUB,394,156,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland",Cuba,GBR,CUB,16,34,0,0,0,0,0
2022,Georgia,Cuba,GEO,CUB,0,5,0,0,0,0,0
2022,Germany,Cuba,DEU,CUB,100,158,0,0,0,0,0
2022,Greece,Cuba,GRC,CUB,25,61,0,0,0,0,0
2022,Guatemala,Cuba,GTM,CUB,12,17,0,0,0,0,0
2022,Guyana,Cuba,GUY,CUB,7,128,0,0,0,0,0
2022,Honduras,Cuba,HND,CUB,0,9,0,0,0,0,73804
